id,hhid,wt88,coll,hgc23,yearsr,fatherdec,offer
1668,1668,125913,1,14,79,Father not deceased,1
1669,1668,118085,1,15,81,Father not deceased,1
1670,1670,630892,1,16,81,Father not deceased,1
1676,1675,633690,1,15,79,Father not deceased,1
1677,1675,675657,0,12,81,Father not deceased,1
1680,1680,617295,0,12,79,Father not deceased,1
1682,1682,712947,0,12,80,Father not deceased,1
1695,1695,141697,0,11,82,Father not deceased,0
1696,1696,202767,0,13,80,Father not deceased,1
1697,1696,162953,0,12,79,Father not deceased,1
1698,1696,214301,0,12,82,Father not deceased,0
1702,1702,162953,0,12,80,Father not deceased,1
1703,1703,140136,1,14,81,Father not deceased,1
1704,1704,140136,0,11,81,Father not deceased,1
1716,1716,158818,1,13,79,Father not deceased,1
1717,1716,181581,1,13,81,Father not deceased,1
1727,1726,673916,0,12,82,Father not deceased,0
1733,1732,499715,1,16,79,Father not deceased,1
1734,1732,527341,1,17,80,Father not deceased,1
1736,1735,531101,1,16,81,Father not deceased,1
1744,1744,755477,1,12,79,Father not deceased,1
1745,1745,691055,1,16,82,Father not deceased,0
1748,1747,625753,0,12,80,Father not deceased,1
1755,1753,148801,0,12,80,Father not deceased,1
1756,1756,98145,0,12,81,Father not deceased,1
1758,1758,153219,1,15,81,Father not deceased,1
1759,1759,149345,1,13,80,Father not deceased,1
1761,1761,662278,0,12,81,Father not deceased,1
1762,1761,552441,0,13,80,Father not deceased,1
1763,1763,114958,1,13,79,Father not deceased,1
1768,1768,477709,0,12,80,Father not deceased,1
1769,1768,511185,0,12,81,Father not deceased,1
1771,1770,490857,0,12,80,Father not deceased,1
1775,1775,96127,1,13,81,Father not deceased,1
1776,1776,464950,1,12,79,Father not deceased,1
1780,1780,504158,1,12,80,Father not deceased,1
1784,1784,571641,1,13,81,Father not deceased,1
1787,1787,651422,1,13,80,Father not deceased,1
1788,1788,564724,1,12,82,Father not deceased,0
1790,1790,594816,0,12,79,Father not deceased,1
1792,1792,581858,1,14,81,Father not deceased,1
1793,1793,534421,1,14,81,Father not deceased,1
1794,1794,499424,0,12,80,Father not deceased,1
1796,1796,653064,0,12,79,Father not deceased,1
1798,1798,499424,1,12,80,Father not deceased,1
1799,1799,534421,0,13,82,Father not deceased,0
1802,1801,546059,1,12,82,Father not deceased,0
1803,1803,431979,1,17,79,Father not deceased,1
1805,1804,565942,0,12,82,Father not deceased,0
1810,1808,531104,1,13,81,Father not deceased,1
1819,1819,173305,1,12,80,Father not deceased,1
1832,1829,158918,0,12,81,Father not deceased,1
1834,1834,126617,0,12,79,Father not deceased,1
1835,1835,115343,0,12,79,Father not deceased,1
1836,1835,103593,1,14,81,Father not deceased,1
1838,1838,132315,0,12,79,Father not deceased,1
1839,1838,179034,0,12,82,Father not deceased,0
1841,1841,518897,1,16,79,Father not deceased,1
1848,1847,130001,0,13,79,Father not deceased,1
1849,1849,681562,0,12,82,Father not deceased,0
1852,1852,567924,1,16,81,Father not deceased,1
1854,1854,549689,1,15,81,Father not deceased,1
1855,1855,731562,0,11,79,Father not deceased,1
1864,1864,789705,0,12,80,Father not deceased,1
1867,1866,571179,0,12,80,Father not deceased,1
1873,1872,604456,0,12,82,Father not deceased,0
1875,1875,662495,1,16,79,Father not deceased,1
1881,1880,713518,0,12,79,Father not deceased,1
1884,1884,680828,0,12,82,Father not deceased,0
1887,1887,588885,0,12,79,Father not deceased,1
1888,1887,457256,0,12,79,Father not deceased,1
1889,1887,507714,0,13,81,Father not deceased,1
1890,1887,575673,0,12,82,Father not deceased,0
1892,1891,128576,0,12,82,Father not deceased,0
1894,1894,507714,1,14,81,Father not deceased,1
1902,1900,567838,0,12,82,Father not deceased,0
1904,1903,457256,0,12,79,Father not deceased,1
1905,1903,567838,0,12,82,Father not deceased,0
1910,1910,550868,0,12,79,Father not deceased,1
1911,1911,481073,0,12,80,Father not deceased,1
1913,1912,650528,0,12,82,Father not deceased,0
1916,1914,468639,1,14,81,Father not deceased,1
1917,1917,591114,0,12,80,Father not deceased,1
1919,1918,531368,1,14,81,Father not deceased,1
1920,1920,546330,1,14,83,Father not deceased,0
1924,1924,531368,0,12,81,Father not deceased,1
1925,1925,619909,0,12,79,Father not deceased,1
1927,1926,537275,0,12,79,Father not deceased,1
1930,1929,619909,1,16,79,Father not deceased,1
1932,1931,546038,0,12,83,Father not deceased,0
1934,1933,510280,0,12,80,Father not deceased,1
1938,1935,510280,1,15,80,Father not deceased,1
1939,1939,545859,0,12,79,Father not deceased,1
1943,1943,534579,0,12,80,Father not deceased,1
1945,1944,145077,0,12,83,Father not deceased,0
1947,1946,506573,0,12,79,Father not deceased,1
1948,1948,572040,0,12,81,Father not deceased,1
1950,1949,557919,1,14,79,Father deceased,1
1951,1951,483548,1,15,79,Father not deceased,1
1952,1951,529693,1,16,82,Father not deceased,0
1953,1953,600489,1,16,82,Father not deceased,0
1954,1954,483548,1,16,79,Father not deceased,1
1955,1955,438405,1,14,80,Father not deceased,1
1960,1959,567879,0,12,81,Father not deceased,1
1963,1963,583279,0,12,79,Father not deceased,1
1966,1966,583279,0,12,79,Father not deceased,1
1967,1966,533474,1,16,81,Father not deceased,1
1968,1968,546038,0,12,81,Father not deceased,1
1971,1971,529693,0,12,82,Father not deceased,0
1972,1972,154880,1,16,82,Father not deceased,0
1973,1973,546038,1,12,81,Father not deceased,1
1974,1974,504254,1,16,79,Father not deceased,1
1975,1975,566382,0,12,82,Father not deceased,0
1976,1976,461424,1,14,80,Father not deceased,1
1977,1977,468771,0,12,81,Father not deceased,1
1978,1977,566382,1,14,83,Father not deceased,0
1985,1984,461424,0,12,80,Father not deceased,1
1986,1986,507804,0,12,81,Father not deceased,1
1995,1995,437251,1,13,80,Father not deceased,1
1998,1996,468771,0,12,81,Father not deceased,1
1999,1999,493758,1,16,81,Father not deceased,1
2000,2000,565951,0,12,79,Father not deceased,1
2001,2000,474826,0,11,82,Father not deceased,0
2003,2000,493596,0,12,79,Father not deceased,1
2005,2004,566382,1,16,82,Father not deceased,0
2006,2006,468771,1,16,80,Father not deceased,1
2007,2007,468771,1,14,80,Father not deceased,1
2008,2008,437251,1,13,79,Father not deceased,1
2009,2008,542996,1,16,82,Father not deceased,0
2016,2016,535111,1,16,80,Father not deceased,1
2017,2016,604265,1,16,81,Father not deceased,1
2022,2022,743376,0,12,82,Father not deceased,0
2031,2031,531517,0,11,82,Father not deceased,0
2033,2033,531517,0,12,81,Father not deceased,1
2035,2034,493758,0,12,81,Father not deceased,1
2037,2037,104480,1,16,80,Father not deceased,1
2038,2038,468771,1,16,80,Father not deceased,1
2040,2040,468771,1,14,80,Father not deceased,1
2041,2040,531517,0,12,81,Father not deceased,1
2042,2042,437251,1,17,79,Father not deceased,1
2045,2044,546484,0,12,83,Father not deceased,0
2046,2044,574322,0,12,83,Father not deceased,0
2049,2049,494383,1,15,80,Father not deceased,1
2057,2056,519149,0,12,81,Father not deceased,1
2058,2058,126547,0,12,81,Father not deceased,1
2060,2059,136034,0,12,82,Father not deceased,0
2061,2061,491181,1,13,79,Father not deceased,1
2062,2061,518336,0,12,81,Father not deceased,1
2063,2063,518336,0,12,80,Father not deceased,1
2066,2065,518336,0,12,81,Father not deceased,1
2068,2068,491181,1,15,79,Father not deceased,1
2069,2068,488295,1,17,82,Father not deceased,0
2071,2070,583127,1,13,80,Father not deceased,1
2072,2070,623990,0,12,82,Father not deceased,0
2074,2073,552578,0,12,80,Father not deceased,1
2078,2078,522941,0,12,82,Father not deceased,0
2081,2080,499501,0,12,79,Father not deceased,1
2082,2080,554658,0,12,82,Father not deceased,0
2085,2085,520324,0,12,83,Father not deceased,0
2087,2086,499501,0,12,79,Father not deceased,1
2088,2086,491181,1,14,80,Father not deceased,1
2089,2086,430651,0,12,81,Father not deceased,1
2098,2096,509373,0,12,80,Father not deceased,1
2099,2096,537533,1,12,80,Father not deceased,1
2107,2106,571879,1,14,80,Father not deceased,1
2109,2108,449374,0,12,80,Father not deceased,1
2110,2110,488295,1,15,81,Father not deceased,1
2111,2110,520324,1,15,82,Father not deceased,0
2113,2113,430651,1,17,81,Father not deceased,1
2114,2114,565212,0,12,82,Father not deceased,0
2116,2115,623556,0,12,79,Father not deceased,1
2118,2118,623556,0,12,79,Father not deceased,1
2120,2120,565212,0,12,82,Father not deceased,0
2123,2123,497600,1,16,79,Father not deceased,1
2124,2123,617940,1,16,82,Father not deceased,0
2129,2129,121409,0,12,79,Father not deceased,1
2132,2132,553880,1,14,81,Father not deceased,1
2133,2133,490492,0,13,79,Father not deceased,1
2138,2136,482245,0,12,80,Father not deceased,1
2140,2140,556288,0,12,82,Father not deceased,0
2141,2141,582662,1,16,82,Father not deceased,0
2147,2147,697398,1,14,79,Father not deceased,1
2149,2148,665446,1,14,81,Father not deceased,1
2150,2150,591677,1,14,80,Father not deceased,1
2151,2151,544428,1,13,81,Father not deceased,1
2153,2152,517609,0,12,80,Father not deceased,1
2155,2155,536189,1,15,79,Father not deceased,1
2156,2155,609112,0,12,82,Father not deceased,0
2162,2162,558950,1,14,81,Father not deceased,1
2164,2164,155235,1,16,80,Father not deceased,1
2165,2165,592630,0,11,79,Father not deceased,1
2167,2166,572992,1,14,80,Father not deceased,1
2169,2169,163811,1,13,79,Father not deceased,1
2170,2169,163214,1,13,80,Father not deceased,1
2171,2171,163811,1,15,79,Father not deceased,1
2172,2172,543048,1,14,81,Father not deceased,1
2176,2176,453675,0,12,79,Father not deceased,1
2180,2180,565969,0,12,80,Father not deceased,1
2181,2180,491268,1,12,81,Father not deceased,1
2185,2184,474184,1,15,80,Father not deceased,1
2187,2187,590481,1,13,80,Father not deceased,1
2188,2187,545745,0,12,82,Father not deceased,0
2189,2189,122390,1,16,80,Father not deceased,1
2197,2197,149181,0,12,83,Father not deceased,0
2200,2200,571425,1,16,82,Father not deceased,0
2202,2201,444731,1,15,81,Father not deceased,1
2204,2204,453675,0,12,79,Father not deceased,1
2205,2205,435046,1,14,79,Father not deceased,1
2208,2208,151556,0,12,80,Father not deceased,1
2209,2208,149181,1,13,81,Father not deceased,1
2210,2208,193601,0,12,82,Father not deceased,0
2211,2211,164507,0,12,79,Father not deceased,1
2212,2211,149181,1,12,81,Father not deceased,1
2213,2211,201021,0,11,83,Father not deceased,0
2214,2214,175563,0,12,81,Father not deceased,1
2215,2215,491107,0,12,79,Father not deceased,1
2218,2218,537337,1,16,82,Father not deceased,0
2219,2219,444731,0,12,81,Father not deceased,1
2223,2223,444731,0,12,80,Father not deceased,1
2225,2225,150767,1,12,80,Father not deceased,1
2229,2229,435046,0,12,80,Father not deceased,1
2230,2229,540257,1,16,82,Father not deceased,0
2232,2231,561035,0,12,82,Father not deceased,0
2233,2233,538399,1,16,82,Father not deceased,0
2234,2233,471124,1,16,79,Father not deceased,1
2236,2235,467801,1,16,81,Father not deceased,1
2238,2237,461836,1,16,81,Father not deceased,1
2239,2239,467801,1,16,80,Father not deceased,1
2243,2242,451778,1,16,79,Father not deceased,1
2250,2250,150767,0,12,81,Father not deceased,1
2257,2257,146459,1,13,82,Father not deceased,0
2258,2258,194939,0,11,82,Father not deceased,0
2260,2259,159807,1,12,79,Father not deceased,1
2263,2262,181867,1,15,80,Father not deceased,1
2265,2265,153664,0,13,80,Father not deceased,1
2266,2266,241225,1,12,83,Father not deceased,0
2268,2267,153664,0,12,81,Father not deceased,1
2269,2267,182533,0,12,79,Father not deceased,1
2271,2270,157787,0,12,80,Father not deceased,1
2272,2270,157787,0,12,80,Father not deceased,1
2275,2275,591747,0,12,82,Father not deceased,0
2277,2277,577988,1,16,82,Father not deceased,0
2286,2286,575095,1,16,82,Father not deceased,0
2287,2287,605740,1,16,79,Father not deceased,1
2288,2287,591747,1,16,82,Father not deceased,0
2290,2290,538089,1,17,81,Father not deceased,1
2291,2290,575095,1,16,82,Father not deceased,0
2292,2292,696171,1,16,82,Father not deceased,0
2294,2294,633044,1,16,81,Father not deceased,1
2296,2295,633044,1,15,82,Father not deceased,0
2302,2299,520559,1,17,79,Father not deceased,1
2309,2309,140318,1,12,79,Father not deceased,1
2322,2322,490670,0,12,79,Father not deceased,1
2323,2322,463800,0,12,82,Father not deceased,0
2324,2324,510296,1,13,79,Father not deceased,1
2325,2325,513601,0,16,79,Father not deceased,1
2327,2326,430904,0,12,80,Father not deceased,1
2331,2331,425409,1,16,80,Father not deceased,1
2341,2341,520559,1,13,79,Father not deceased,1
2342,2341,517796,0,12,80,Father not deceased,1
2343,2343,474444,1,14,79,Father not deceased,1
2344,2343,409048,0,13,80,Father not deceased,1
2345,2345,463800,0,12,81,Father not deceased,1
2350,2350,137588,1,14,79,Father not deceased,1
2351,2350,143122,0,12,79,Father not deceased,1
2353,2353,140365,1,15,81,Father not deceased,1
2372,2372,155126,0,12,81,Father not deceased,1
2376,2376,621401,0,12,82,Father not deceased,0
2377,2377,583150,0,12,82,Father not deceased,0
2378,2377,621401,0,12,82,Father not deceased,0
2382,2382,124154,1,12,79,Father not deceased,1
2383,2382,79600,1,12,81,Father not deceased,1
2384,2382,107960,0,12,82,Father not deceased,0
2385,2385,115117,0,13,79,Father not deceased,1
2386,2385,124154,0,14,80,Father not deceased,1
2387,2385,142414,1,14,83,Father not deceased,0
2393,2392,491093,0,12,80,Father not deceased,1
2395,2395,105251,0,12,79,Father not deceased,1
2400,2399,477709,1,12,80,Father not deceased,1
2406,2405,684739,1,12,79,Father not deceased,1
2409,2408,496082,0,12,80,Father not deceased,1
2411,2411,496082,0,13,80,Father not deceased,1
2415,2415,624970,0,14,79,Father not deceased,1
2422,2422,431651,0,12,81,Father not deceased,1
2424,2423,524852,0,12,81,Father not deceased,1
2426,2425,524852,1,13,81,Father not deceased,1
2432,2431,430141,1,16,80,Father not deceased,1
2433,2431,515662,1,14,81,Father not deceased,1
2435,2435,484289,0,12,81,Father not deceased,1
2437,2436,501673,1,14,79,Father deceased,1
2438,2436,542387,1,16,80,Father not deceased,1
2439,2436,426200,0,12,81,Father not deceased,1
2440,2436,483249,1,12,82,Father not deceased,0
2441,2441,495694,0,12,81,Father not deceased,1
2443,2443,518806,0,12,81,Father not deceased,1
2453,2453,545124,0,12,82,Father not deceased,0
2454,2454,545124,0,12,82,Father not deceased,0
2461,2461,463960,1,16,80,Father not deceased,1
2465,2463,462238,1,16,81,Father not deceased,1
2467,2466,462238,1,15,81,Father not deceased,1
2468,2468,412936,1,16,80,Father not deceased,1
2470,2470,407670,0,12,80,Father not deceased,1
2471,2470,545124,0,12,83,Father not deceased,0
2473,2473,545124,1,12,82,Father not deceased,0
2475,2474,407670,0,12,81,Father not deceased,1
2477,2477,492559,1,15,82,Father not deceased,0
2479,2478,407670,0,12,80,Father not deceased,1
2484,2484,534420,0,12,81,Father not deceased,1
2486,2486,658413,0,12,81,Father not deceased,1
2487,2486,517372,0,12,81,Father not deceased,1
2491,2489,517372,1,14,81,Father not deceased,1
2492,2492,587712,0,12,82,Father not deceased,0
2497,2497,625103,0,12,82,Father not deceased,0
2502,2502,556808,1,16,80,Father not deceased,1
2503,2502,660469,1,16,82,Father not deceased,0
2504,2504,637591,0,12,79,Father not deceased,1
2506,2506,537491,0,12,80,Father not deceased,1
2509,2508,675294,0,12,79,Father not deceased,1
2510,2508,548123,1,14,82,Father not deceased,0
2511,2511,506179,0,12,79,Father not deceased,1
2512,2511,563714,0,12,81,Father not deceased,1
2513,2511,618606,0,12,82,Father not deceased,0
2515,2514,513032,1,16,80,Father not deceased,1
2516,2516,537491,0,12,80,Father not deceased,1
2517,2516,644355,0,12,81,Father not deceased,1
2520,2520,601664,1,16,81,Father not deceased,1
2521,2521,563714,0,12,81,Father not deceased,1
2524,2524,524055,1,13,80,Father not deceased,1
2526,2526,431522,0,12,80,Father deceased,1
2527,2526,521377,0,12,82,Father deceased,0
2528,2528,431127,0,12,79,Father not deceased,1
2529,2528,454962,0,12,80,Father not deceased,1
2530,2528,535390,0,12,82,Father not deceased,0
2533,2531,464714,1,16,81,Father not deceased,1
2538,2537,466533,0,12,79,Father not deceased,1
2540,2537,427163,0,12,80,Father not deceased,1
2541,2541,543612,1,12,79,Father not deceased,1
2542,2541,450366,1,13,80,Father not deceased,1
2545,2545,543612,0,12,79,Father not deceased,1
2546,2546,516110,0,12,82,Father not deceased,0
2548,2548,524198,0,12,79,Father not deceased,1
2551,2549,452683,1,16,79,Father not deceased,1
2552,2549,511185,1,16,81,Father not deceased,1
2556,2556,469397,0,12,79,Father not deceased,1
2557,2556,519279,1,16,82,Father not deceased,0
2558,2558,109819,1,16,80,Father not deceased,1
2560,2560,429392,1,12,80,Father not deceased,1
2562,2562,429785,0,12,80,Father not deceased,1
2563,2563,501035,0,12,82,Father not deceased,0
2567,2567,481893,1,16,80,Father not deceased,1
2570,2570,481138,1,16,80,Father not deceased,1
2571,2570,517434,1,16,81,Father not deceased,1
2572,2572,456350,1,16,80,Father not deceased,1
2574,2574,144241,0,12,80,Father not deceased,1
2576,2576,439132,0,12,81,Father not deceased,1
2577,2577,451683,0,12,79,Father not deceased,1
2578,2578,551718,0,12,79,Father not deceased,1
2579,2579,433533,0,12,80,Father not deceased,1
2580,2580,499857,0,12,79,Father not deceased,1
2581,2580,429707,0,12,80,Father not deceased,1
2588,2588,457256,1,16,79,Father not deceased,1
2589,2588,519184,1,16,82,Father not deceased,0
2590,2590,457256,0,12,79,Father not deceased,1
2591,2590,482535,0,12,80,Father not deceased,1
