nifa,net_tfa,tw,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown
47500,48800,48800,26,86820,1,18,0,0,0,0,0,1,0
0,0,4742,49,9612,2,12,0,0,0,0,0,0,0
25,25,25,34,8400,3,13,0,1,0,0,0,0,0
100,-3300,53550,31,28146,5,12,0,1,0,0,0,0,1
0,-7000,-7000,38,8130,5,12,0,0,0,0,0,0,0
300,300,1300,30,22722,1,16,0,0,0,0,0,0,0
100,100,100,25,7044,4,5,0,1,0,0,0,0,0
4979,-15141,66859,49,69555,4,18,1,1,1,0,0,0,1
2458,2258,6158,32,13866,2,12,0,0,0,0,0,0,0
50,-150,2850,54,5400,2,12,0,0,0,0,0,0,1
1199,5649,38649,45,35580,3,12,0,1,1,0,0,1,1
499,-1,-1,35,21630,5,11,1,0,0,0,0,0,0
2450,900,8900,36,17820,4,12,0,1,0,0,0,0,1
22000,20000,26425,32,28980,1,16,0,0,0,0,0,0,0
9000,137000,216000,39,54900,3,18,0,1,0,0,0,1,1
31000,21000,48000,35,92277,4,12,0,1,1,0,0,0,1
335999,346749,786749,57,128550,2,16,0,1,0,0,0,1,1
5300,1800,76800,52,19050,4,12,0,1,1,0,0,0,1
1000,-3000,2000,34,46053,4,12,0,1,1,0,0,0,1
17000,17000,34765,35,19464,4,12,1,0,0,0,0,0,1
2048,28057,75057,39,36522,2,14,0,1,1,0,0,1,1
22500,16500,26500,31,25560,3,16,0,1,0,0,0,0,0
5500,5500,63500,39,29265,3,10,1,1,1,0,0,0,1
0,-1000,0,27,15300,1,12,0,0,0,0,0,0,0
1000,10000,10750,36,38100,1,16,0,0,0,0,0,1,0
31050,21050,48967,37,47109,3,13,0,1,1,0,0,0,1
0,0,45000,32,36000,5,18,0,1,0,0,0,0,0
15700,23700,111875,39,32100,1,16,1,0,0,0,0,1,1
149,-151,7591,40,49209,1,12,1,0,0,0,0,0,0
0,-3000,12000,41,20400,3,11,0,1,0,0,0,0,1
0,0,0,40,13896,7,8,0,1,0,0,0,0,0
0,-400,8061,30,8400,2,12,0,0,0,0,0,0,0
9999,9199,17199,49,101946,6,12,0,1,1,0,0,0,1
0,0,27000,39,13212,5,12,0,0,0,0,0,0,1
50,50,17050,36,13821,2,14,0,0,0,0,0,0,1
60200,79700,479700,57,43350,2,12,0,1,0,0,0,1,1
42499,41999,69999,38,51798,2,14,0,0,0,0,0,0,1
1000,1000,48000,29,19254,3,14,0,0,0,0,0,0,1
0,0,500,53,9990,1,12,0,0,0,0,0,0,0
46500,46500,91000,33,41712,4,12,0,1,0,0,0,0,1
1400,-3100,28621,28,21450,3,14,0,1,1,0,0,0,1
29433,34112,239112,57,67098,1,18,1,0,0,0,0,1,1
800,-200,-200,31,19056,5,12,1,1,0,0,0,0,0
1,-4199,-1799,27,44508,3,12,0,1,1,0,0,0,0
200,200,33844,38,8406,3,13,0,1,0,0,0,0,1
0,0,0,28,10506,5,4,0,1,0,0,0,0,0
2900,2700,6125,31,16527,1,12,0,0,0,0,0,0,0
999,-6501,103499,47,33780,5,13,0,1,1,0,0,0,1
111498,126098,318098,52,103164,6,18,1,1,1,0,0,1,1
899,-5901,41599,52,67746,3,18,1,1,1,0,0,0,1
1000,-409000,-279000,40,115584,2,14,0,1,1,0,0,0,1
2100,-4900,-4400,28,20460,1,12,0,0,0,0,0,0,0
1200,1200,76700,32,29700,3,12,0,0,0,0,0,0,1
2999,2999,62999,56,16092,4,8,0,1,0,0,0,0,1
150,-11950,-2284,43,25371,1,12,0,0,0,0,0,0,1
200,-2900,126279,51,35487,1,16,1,0,0,0,0,0,1
1030,-3970,9830,45,64791,4,14,1,1,1,0,0,0,0
1199,-1915,134085,60,25134,5,12,0,1,0,0,0,0,1
2000,0,267000,54,44616,3,11,0,1,1,0,0,0,1
1100,-12900,-10325,34,29250,1,18,0,0,0,0,0,0,1
0,0,4050,40,27840,2,12,0,0,0,0,0,0,0
0,0,16500,36,3246,3,4,0,0,0,0,0,0,1
9516,-1334,42666,31,36153,5,14,0,1,0,0,0,0,1
17000,76850,134850,50,38400,2,12,0,1,1,0,0,1,1
0,0,1500,27,14655,3,12,0,0,0,0,0,0,0
5,5,5,33,19200,1,13,1,0,0,0,0,0,0
13000,26000,128000,36,77010,4,16,0,1,1,0,0,1,1
31000,32000,32000,45,80550,3,13,1,1,1,0,0,1,0
10900,7900,73900,34,56787,3,16,0,1,1,0,0,0,1
7760,-30240,7560,25,85380,4,1,0,1,1,0,0,0,0
200,-300,-300,58,19986,3,11,0,1,0,0,0,0,1
3100,-3900,6433,26,57975,1,16,0,0,0,0,0,0,1
700,-800,19200,27,28965,5,12,0,1,1,0,0,0,1
56,-1214,-1214,33,9090,4,5,0,1,0,0,0,0,0
2600,2700,40700,40,58974,5,16,1,1,1,0,0,1,1
9899,10399,90299,40,29622,2,12,1,0,0,0,0,1,1
0,0,750,48,10200,1,13,0,0,0,0,0,0,0
100,-5400,11600,55,23166,3,12,1,1,1,0,0,0,1
4499,2499,34274,45,39207,3,15,1,0,0,0,0,0,1
0,-10500,66500,57,8190,2,12,0,1,0,0,0,0,1
4000,3600,123600,31,31800,4,16,0,1,0,0,0,0,1
300,300,300,27,32040,4,12,0,1,1,0,0,0,0
4000,3955,8180,31,23562,1,12,0,0,0,0,0,0,0
25,-1340,7660,37,26553,2,12,1,0,0,0,0,0,1
599,2499,53949,56,56940,1,18,1,0,0,0,0,1,1
2200,700,6700,27,28845,2,12,0,0,0,0,0,0,0
80,-6920,-6420,37,20403,1,6,0,0,0,0,0,0,0
70335,70335,130335,54,23832,3,13,1,1,0,0,0,0,1
1140,-959,-959,31,20418,4,12,0,1,0,0,0,0,0
5700,5020,19270,43,10980,3,12,0,0,0,0,0,0,1
1000,500,70750,45,20430,4,12,0,0,0,0,0,0,1
0,0,2053,46,28800,2,12,1,0,0,0,0,0,1
2199,1024,32024,26,42738,3,15,0,1,1,0,0,0,1
19,19,19,34,11091,4,10,0,0,0,0,0,0,0
80496,87996,288996,49,79023,4,18,1,1,1,0,0,1,1
11700,11400,40300,28,44376,4,15,1,1,1,0,0,0,1
9000,-11000,24400,49,76860,6,15,1,1,1,0,0,0,1
875,875,7375,34,15300,1,11,0,0,0,0,0,0,1
20,20,130020,58,19089,3,12,0,0,0,0,0,0,1
0,0,100000,26,8160,4,12,0,1,0,0,0,0,0
4900,60400,79400,43,103356,3,18,0,1,0,0,0,1,1
0,-1260,17740,33,14280,5,10,0,1,0,0,0,0,1
3754,5424,30424,46,38997,3,12,0,1,0,0,0,1,1
992,892,2442,26,22338,1,14,0,0,0,0,0,0,0
1200,-3800,3253,25,24630,1,15,0,0,0,0,0,0,0
1000,800,133800,35,51900,4,12,0,1,1,0,0,0,1
1699,41699,174374,61,17508,1,14,1,0,0,0,0,1,0
6550,9500,19500,55,30954,2,12,0,1,1,0,0,1,1
9600,9150,11725,43,18900,3,12,0,0,0,0,0,0,0
3621,12821,59821,42,56550,4,16,0,1,0,0,0,1,1
305,305,805,32,28122,4,12,0,0,0,0,0,0,1
150,-11650,84850,43,56589,4,12,0,1,1,0,0,1,1
0,0,0,28,13794,4,12,0,1,0,0,0,0,0
5000,59100,153100,57,74718,3,12,0,1,1,0,0,1,1
12507,11937,21937,47,23772,4,18,0,1,1,0,0,1,1
13498,31498,211498,59,55356,4,9,0,1,1,0,0,1,1
6699,13199,188199,53,34191,4,12,0,1,0,0,0,1,1
12849,12849,157849,36,51165,4,14,0,1,1,0,0,0,1
31499,30799,85799,53,35340,3,12,0,1,0,0,0,0,1
4913,18613,58412,34,56574,4,17,1,1,1,0,0,1,1
1304445,1324445,1424445,59,242124,2,12,0,1,0,0,0,1,1
3000,3000,3000,63,34764,2,10,0,1,1,0,0,0,0
8406,3738,34106,54,26520,1,12,1,0,0,0,0,0,1
1000,-2000,84000,39,62130,5,18,0,1,0,0,0,0,1
8900,8900,123900,36,43260,8,8,0,1,1,0,0,0,1
4449,4449,86449,33,30963,5,12,0,1,0,0,0,0,1
15000,7200,57000,46,35610,2,18,0,1,0,0,0,0,1
400,-17100,9250,35,26550,2,12,1,0,0,0,0,0,1
20800,42680,317230,46,26100,3,14,0,0,0,0,0,1,1
5500,6000,96000,43,83886,5,14,0,1,1,0,0,1,1
10049,25049,107214,37,32442,1,16,1,0,0,0,0,1,1
8768,5968,70368,42,55791,4,15,0,1,1,0,0,0,1
3500,6200,9225,26,8070,2,15,0,0,0,0,0,1,0
1049,31649,83149,40,36060,1,13,0,1,0,0,0,1,1
60,-1140,4080,33,44700,5,18,1,1,1,0,0,0,0
0,0,2725,37,9792,2,10,0,0,0,0,0,0,0
775,75,38575,43,18366,4,12,0,1,0,0,0,0,1
4500,4500,5833,28,21675,2,12,0,0,0,0,0,0,0
0,0,0,27,26400,4,14,0,1,1,0,0,0,1
0,0,0,27,2649,3,12,0,1,0,0,0,0,0
59,59,1742,34,9081,2,12,0,0,0,0,0,0,0
0,0,1000,31,34500,1,12,0,0,0,0,0,0,0
275,275,8375,26,28035,3,12,0,0,0,0,0,0,0
8894,8459,12459,27,41436,4,14,1,1,1,0,0,0,1
20249,19249,19624,35,47421,4,10,0,1,1,0,0,0,0
900,1322,4672,32,21600,2,12,1,0,0,0,0,1,0
4199,4199,46699,64,21102,2,12,1,1,0,0,0,0,1
150,-12918,10424,29,30249,3,12,0,1,1,0,0,0,1
4000,4000,20000,36,39594,1,12,1,0,0,0,0,0,0
2993,-5007,9493,31,14763,4,14,0,1,0,0,0,0,1
200,-8250,-8250,40,23370,5,12,0,1,1,0,0,0,0
2725,-2975,2775,35,26460,1,12,0,0,0,0,0,0,1
250,-5750,5250,57,35418,5,13,0,1,0,0,0,0,1
0,0,0,55,4590,4,10,0,0,0,0,0,0,0
0,-1000,0,36,20400,4,13,0,0,0,0,0,0,0
1924,-8676,53824,40,37062,6,18,1,1,1,0,0,0,1
0,0,1132,28,13260,2,12,0,0,0,0,0,0,0
1800,1800,23853,41,23469,3,14,0,0,0,0,0,0,1
45872,52615,65615,31,34818,4,17,0,1,0,0,0,1,1
0,-1200,56800,51,53226,8,13,1,1,1,0,0,0,1
4435,4245,34295,36,29160,3,17,1,0,0,0,0,0,1
139300,172600,391450,39,49200,1,18,0,0,0,0,0,1,1
16,-1984,55691,40,16800,2,10,0,0,0,0,0,0,1
2599,78599,158599,62,29694,2,12,0,1,0,0,0,1,1
15000,15000,310000,55,65124,2,13,1,1,1,0,0,0,1
30,-7670,-7670,27,55365,3,14,0,1,1,0,0,0,0
1000,1000,54100,31,31338,4,13,0,1,1,0,0,0,1
15000,25500,184250,57,49428,1,16,0,0,0,0,0,1,1
549,-2451,-310,55,9738,1,12,0,0,0,0,0,0,0
0,-400,100,49,10713,2,11,0,0,0,0,0,0,0
10048,17398,595898,46,12927,4,12,0,1,0,0,0,1,1
100,100,7100,40,16848,4,8,0,1,0,0,0,0,0
99,99,99,54,26202,1,12,0,0,0,0,0,0,0
3100,14700,31700,46,35709,2,17,0,1,0,0,0,1,1
2025,-725,-725,30,24510,2,12,0,1,1,0,0,0,0
100,-4900,37450,39,30780,4,12,0,0,0,0,0,0,1
11749,10749,93749,62,16524,4,8,0,0,0,0,0,0,1
0,0,0,30,11220,3,3,0,0,0,0,0,0,0
200,-50,27950,31,43476,4,9,0,1,1,0,0,0,1
1999,1999,2499,33,14520,1,12,0,0,0,0,0,0,0
1300,1300,1300,30,22800,5,10,0,1,0,0,0,0,1
10300,5800,105800,33,84621,4,18,0,1,1,0,0,0,1
1150,-1691,15309,26,23154,2,14,0,0,0,0,0,1,1
0,0,0,45,19677,4,10,0,1,0,0,0,0,0
100,-700,169100,32,24000,3,15,0,1,0,0,0,0,1
2100,-9900,79325,50,87708,2,12,1,1,1,0,0,0,1
0,-200,-200,49,8535,1,10,0,0,0,0,0,0,0
153,153,-347,37,20100,1,12,0,0,0,0,0,0,0
1200,1200,121200,41,33600,5,18,1,1,1,0,0,0,1
500,500,8500,29,24510,4,12,0,1,1,0,0,0,0
0,-80,-80,31,12036,6,6,0,1,0,0,0,0,1
75000,100000,187000,64,43002,2,14,0,1,0,0,0,1,1
12200,8700,61400,36,60702,4,12,1,1,1,0,0,0,1
800,750,750,31,18642,4,6,0,1,0,0,0,0,0
500,-2500,22950,32,12240,2,13,0,0,0,0,0,1,1
10650,9750,9750,59,21747,4,12,0,1,0,0,0,0,0
4199,3949,20949,47,25107,2,13,0,1,1,0,0,0,1
0,-366,34634,48,12165,5,6,1,1,1,0,0,0,1
85,-10946,-12001,64,33651,1,12,1,0,0,0,0,0,1
0,0,31700,50,18729,3,12,1,0,0,0,0,0,1
50040,76840,180540,61,52854,2,13,0,1,1,0,0,1,1
27196,27196,120946,57,49509,1,18,0,0,0,0,0,0,1
1460,64,42564,29,37245,4,13,0,1,1,0,0,0,1
1719,1569,2319,39,14382,3,15,0,0,0,0,0,0,0
430,-1320,30080,27,41808,2,14,1,1,1,0,0,0,1
7400,28300,101300,41,52182,4,16,0,1,0,0,0,1,1
122,-768,6832,33,27486,4,10,0,1,0,0,0,0,1
50,3338,15438,34,27876,5,14,0,1,0,0,0,1,1
0,0,51375,42,13440,4,13,0,0,0,0,0,0,1
0,0,0,30,15300,3,12,0,0,0,0,0,0,0
1000,1500,147500,38,108054,5,16,0,1,0,0,0,1,1
650,-2850,316,27,30015,1,16,0,0,0,0,0,0,0
100,-2900,-1900,30,31875,1,12,0,0,0,0,0,0,0
1000,1000,1585,32,27570,3,13,0,1,0,0,0,0,0
50,-12276,-2442,39,22956,4,12,0,1,1,0,0,0,1
0,0,0,57,10797,2,11,0,0,0,0,0,0,0
0,0,500,44,13005,1,12,0,0,0,0,0,0,0
1399,40199,158199,55,39975,2,12,0,1,1,0,0,1,1
0,-1800,4000,47,6435,7,6,0,1,1,0,0,0,1
1150,1950,26550,46,34608,3,18,0,1,1,0,0,1,1
40115,40900,90900,45,70755,2,17,0,1,1,0,0,1,1
0,0,8000,32,12960,3,12,0,1,0,0,0,0,1
7303,54303,102003,60,41118,1,15,0,0,0,0,0,1,1
525,-3175,21825,43,56133,4,14,0,1,1,0,0,0,1
0,-4000,18500,39,11205,5,14,0,0,0,0,0,0,1
0,0,0,48,7113,1,16,0,0,0,0,0,0,0
8083,14583,59783,60,15894,2,12,0,1,0,0,0,1,1
5,5,13805,35,12963,1,12,0,0,0,0,0,0,1
140,1609,2351,59,20430,1,6,1,0,0,0,0,1,0
16500,21300,170975,45,33822,3,14,0,0,0,0,0,1,1
48877,61366,123866,44,61581,4,15,0,1,1,0,0,1,1
23749,21149,182701,40,39201,1,12,0,0,0,0,0,1,1
268,-1062,41938,29,59652,3,16,0,1,1,0,0,1,1
0,-1300,-1300,47,8400,3,12,0,0,0,0,0,0,0
250,-8750,-4825,34,28032,1,12,0,0,0,0,0,0,0
2449,1149,7649,34,29850,2,16,0,1,0,0,0,0,0
100,600,13600,43,14511,5,12,0,0,0,0,0,1,1
0,-400,53600,48,27156,2,12,0,0,0,0,0,0,1
31950,32648,103648,41,82524,2,12,0,1,0,0,0,1,1
0,0,128750,62,9690,1,8,0,0,0,0,0,0,1
20000,18450,144450,53,22614,1,16,0,0,0,0,0,0,1
0,0,0,39,15504,5,12,1,0,0,0,0,0,0
3600,2750,13750,29,33630,4,1,1,1,1,0,0,0,1
50,50,-650,28,10200,1,12,0,0,0,0,0,0,0
500,2500,72500,40,24681,4,16,0,1,1,0,0,1,1
0,0,2350,26,9801,3,12,0,0,0,0,0,0,0
3400,3000,265000,26,39660,2,18,0,1,1,0,0,0,1
0,-200,27116,28,17859,3,13,0,0,0,0,0,0,1
1400,-3400,12700,32,21585,2,12,0,1,1,0,0,0,1
0,-800,-800,52,40224,3,10,1,1,1,0,0,0,0
1140,1140,7140,36,34488,5,11,0,1,1,0,0,0,1
2000,3500,63600,55,33681,5,12,1,1,1,0,0,1,1
0,0,1000,29,12000,1,18,0,0,0,0,0,0,0
898000,931000,967800,63,42876,1,17,0,0,0,0,0,1,1
1000,5000,29150,36,17379,3,10,0,0,0,0,0,1,1
39999,39574,134974,60,30780,5,13,0,1,1,0,0,1,1
225,225,225,41,39630,3,13,0,1,1,0,0,0,0
0,0,0,25,5820,4,12,0,1,0,0,0,0,0
99,-331,109669,27,16056,4,11,0,1,0,0,0,0,1
1323,-5177,-1511,45,26700,2,12,1,0,0,0,0,0,0
500,-4000,-400,28,48120,3,14,0,1,1,0,0,0,0
5000,4500,177700,59,22119,1,14,0,0,0,0,0,1,1
2430,2180,11155,35,22350,1,16,1,0,0,0,0,0,0
3504,5004,36004,51,137160,3,16,1,1,1,0,0,1,1
100,-10300,-10300,30,18042,5,12,0,1,0,0,0,1,1
8000,13000,58000,41,19020,4,13,0,1,0,0,0,1,1
120,-389,35461,37,21381,1,12,0,0,0,0,0,0,1
5,-6395,780,25,27918,1,16,0,0,0,0,0,0,0
103000,100000,345000,55,93336,4,18,1,1,1,0,0,0,1
184,-3416,19884,42,17172,1,10,1,0,0,0,0,0,1
6000,15800,33800,35,21606,2,13,1,1,1,0,0,1,1
2100,-4900,2100,42,34785,4,12,0,1,0,0,0,0,0
150,150,4950,39,20517,2,12,0,1,1,0,0,0,1
1200,1022,21964,46,20988,1,13,1,1,0,0,0,0,1
599,-18051,23449,36,10212,4,14,0,1,0,0,0,0,1
6199,-801,999,32,34938,4,14,0,1,0,0,0,0,0
0,0,1500,46,9360,1,12,0,0,0,0,0,0,0
1345,-655,10345,33,25356,4,1,1,1,1,0,0,0,1
666,-234,67416,28,18798,1,12,1,1,0,0,0,0,1
7000,6900,84552,45,76872,4,18,1,1,1,0,0,0,1
675,-625,25875,57,25227,4,12,0,1,0,0,0,0,1
100,-5900,3100,53,14496,2,15,0,0,0,0,0,0,1
0,-700,59800,44,9180,4,14,0,0,0,0,0,0,1
34568,32568,56618,49,12675,3,12,1,0,0,0,0,0,1
225,-5141,-5141,26,22854,3,12,0,1,1,0,0,0,0
50,50,800,29,16800,3,11,0,0,0,0,0,0,0
450,-550,-550,43,20529,1,12,1,0,0,0,0,0,0
11999,11999,21449,46,26964,1,12,1,0,0,0,0,0,0
74999,73499,180499,44,55344,4,15,0,1,0,0,0,0,1
800,-1800,-1050,28,27030,1,16,0,0,0,0,0,0,0
0,0,0,42,7470,3,4,0,0,0,0,0,0,0
2084,2084,10084,38,12384,4,13,0,1,0,0,0,0,1
1054849,1089619,1294619,38,135405,3,17,0,1,1,0,0,1,1
800,800,800,35,21012,1,12,0,0,0,0,0,0,0
2900,1580,84430,40,15594,2,16,0,0,0,0,0,0,1
20620,69870,130970,61,52806,3,12,0,1,0,0,0,1,1
6498,8798,70173,44,83499,3,17,0,0,0,0,0,1,1
73000,89500,176300,40,67128,2,14,0,1,0,0,0,1,1
1619,1019,31519,60,5391,1,10,0,0,0,0,0,0,1
450,-2750,-2750,29,19797,2,13,0,1,1,0,0,0,0
17800,16800,88800,61,48582,2,12,1,1,1,0,0,0,1
350,-2650,3925,45,31674,1,14,0,0,0,0,0,0,0
72964,72964,73464,59,55314,1,14,0,0,0,0,0,0,0
80000,80000,136225,45,14058,3,14,0,0,0,0,0,0,1
50,-750,0,43,26166,1,15,1,0,0,0,0,0,0
0,0,2500,38,19365,3,10,0,0,0,0,0,0,0
7249,4249,42249,43,44751,5,18,1,1,1,0,0,0,1
0,-980,520,40,22500,1,15,0,0,0,0,0,0,0
0,-57,2045,28,18144,5,10,0,1,0,0,0,0,1
14300,33725,43725,33,42699,3,16,0,1,1,0,0,1,1
0,0,0,49,4632,7,12,0,0,0,0,0,0,0
200,-1800,10200,58,44925,2,12,0,1,1,0,0,0,0
1300,-1500,-1500,27,14430,2,16,0,1,0,0,0,0,0
618,384,7127,29,7977,4,12,0,0,0,0,0,0,1
0,-1400,1900,35,30000,6,12,0,1,1,0,0,0,0
1444,494,494,38,18468,4,13,0,1,1,0,0,0,0
50000,57500,417500,64,85080,2,14,0,1,0,0,0,1,1
57000,57000,130000,29,58878,3,1,0,1,0,0,0,0,1
500,200,2450,34,8988,6,14,0,0,0,0,0,0,1
3000,3000,3000,51,21969,1,14,0,0,0,0,0,0,0
7999,22999,242999,58,53382,4,18,0,1,0,0,0,1,1
4,-996,9004,32,46401,3,12,0,1,1,0,0,0,1
5099,3599,227599,27,45300,2,12,0,1,1,0,0,0,1
100,100,100,58,16947,1,12,1,0,0,0,0,0,0
927,-4823,-4823,35,20103,5,16,0,1,1,0,0,0,0
40000,55000,83420,55,23640,2,11,0,1,1,0,0,1,1
210,210,710,49,10674,1,15,0,0,0,0,0,0,0
159000,170000,273000,62,102744,3,13,0,1,1,0,0,1,1
6485,20685,23210,48,40641,1,12,0,0,0,0,0,1,1
63,63,6063,27,17832,4,13,0,1,0,0,0,0,1
0,-130,1370,33,24024,1,16,0,0,0,0,0,0,0
300,300,300,27,36393,3,12,0,1,0,0,0,0,0
1799,6799,15260,57,23850,1,13,0,0,0,0,0,1,0
871873,866860,1074139,63,25164,2,14,0,0,0,0,0,0,1
750,50,53050,44,11610,1,12,0,0,0,0,0,0,1
510,-2040,1160,46,14424,4,8,0,1,0,0,0,0,1
749,749,1402,42,20469,2,12,0,0,0,0,0,0,0
0,0,0,49,18900,1,11,1,0,0,0,0,0,0
10250,11750,118250,50,76404,3,13,0,1,1,0,0,1,1
14198,14098,99998,50,32232,1,18,1,0,0,0,0,0,1
0,-300,-300,41,18090,2,8,0,1,0,0,0,0,0
2700,2700,7942,34,21387,1,18,0,0,0,0,0,0,0
65,-835,8015,26,18006,4,14,0,0,0,0,0,0,0
46,-5427,-2927,44,37740,3,12,1,1,1,0,0,0,1
200,200,1700,28,14400,2,5,0,0,0,0,0,0,0
300,-400,2475,26,13818,1,14,1,0,0,0,0,0,0
999,999,1499,37,22500,1,12,0,0,0,0,0,0,0
17299,17299,21230,57,43968,2,14,0,1,0,0,0,0,0
45,-5530,-5030,44,9858,1,15,0,0,0,0,0,0,0
599,-6401,-5226,44,25188,2,13,1,0,0,0,0,0,0
0,-250,-250,32,7152,3,10,1,0,0,0,0,0,0
32705,22705,34955,37,15246,3,12,0,1,0,0,0,0,1
30800,82460,170460,43,46176,3,15,0,1,1,0,0,1,1
0,0,2300,43,2166,1,10,0,0,0,0,0,0,0
350,-2100,68650,48,18564,2,14,0,0,0,0,0,0,1
0,-2800,-2800,48,6000,1,14,0,0,0,0,0,0,0
500,500,1225,35,23091,3,16,0,0,0,0,0,0,0
10299,10299,11924,44,22956,2,6,0,0,0,0,0,0,0
22049,20399,29399,31,38196,2,16,0,1,1,0,0,0,1
4500,10560,49011,46,45531,3,12,0,1,1,0,0,1,1
0,0,0,44,12858,2,11,0,1,0,0,0,0,0
0,0,0,53,3156,1,12,0,0,0,0,0,0,0
6699,15199,35199,44,18390,2,12,0,1,0,0,0,1,1
0,-3000,21000,31,20229,4,12,0,1,1,0,0,0,1
1500,-1335,-335,28,31800,4,12,0,1,0,0,0,0,0
20500,24500,53500,36,44595,2,14,0,1,0,0,0,1,1
0,0,2000,44,17505,2,10,0,0,0,0,0,0,0
18700,17700,112700,55,71757,4,18,1,1,1,0,0,0,1
0,0,0,40,69120,7,14,0,1,1,0,0,0,0
7499,4999,7999,43,5400,3,13,0,1,0,0,0,0,0
0,0,500,25,19248,1,12,0,0,0,0,0,0,0
0,-5000,24000,38,56430,3,12,0,1,1,0,0,0,0
3200,3025,5025,30,44169,2,12,0,1,1,0,0,0,1
50,-250,23750,55,7134,5,10,0,1,1,0,0,0,1
3000,1500,41117,28,43485,1,16,0,0,0,0,0,0,1
1120,-1380,131820,32,62352,1,17,0,0,0,0,0,1,1
0,0,102500,53,18696,6,11,0,0,0,0,0,0,1
66249,59549,95849,44,52182,5,12,0,1,0,0,0,0,1
49,-36,175964,52,17424,3,12,0,1,1,0,0,0,1
0,-2600,-2600,50,27330,4,14,0,1,1,0,0,0,0
1820,-2280,48720,42,35280,3,12,0,1,1,0,0,0,1
28,-5192,-792,36,15186,4,9,0,1,0,0,0,1,1
0,0,0,34,39900,5,13,0,1,1,0,0,0,0
48500,63022,215822,37,41994,4,12,0,1,1,0,0,1,1
10,-4470,-4470,42,53205,5,6,0,1,1,0,0,0,1
0,-2000,-200,27,8640,1,12,0,0,0,0,0,0,0
50,50,14800,30,18360,3,13,0,0,0,0,0,0,1
0,-1203,187,51,9720,6,3,0,1,0,0,0,0,0
7249,33249,136692,49,87660,2,14,1,1,1,0,0,1,1
0,0,293596,38,41496,1,12,0,0,0,0,0,0,1
500,-545,69455,56,32436,2,8,0,1,0,0,0,0,1
4000,4000,99500,44,36720,4,12,1,0,0,0,0,0,1
1700,-11660,10340,61,21876,2,12,1,1,0,0,0,0,1
18700,16055,40655,31,47160,2,12,0,1,1,0,0,0,1
6400,10100,12675,26,30342,1,15,0,0,0,0,0,1,0
26000,30000,64725,31,12093,1,14,0,0,0,0,0,1,1
5000,5000,9200,35,17472,3,12,0,1,0,0,0,0,0
14349,22349,307599,60,42396,3,14,0,1,0,0,0,1,1
50,50,50,29,17850,7,3,0,1,1,0,0,0,1
400,-19600,11400,46,48000,4,13,0,1,0,0,0,0,0
20,-2380,-2380,32,7284,4,12,0,1,1,0,0,0,0
20,-11980,15020,40,24000,4,16,0,1,0,0,0,0,1
280,-2948,34564,32,20712,4,14,0,1,0,0,0,0,1
6050,10050,60550,54,9816,1,12,0,0,0,0,0,1,1
0,0,10500,53,16830,1,11,0,0,0,0,0,0,1
100,-4900,27900,29,36873,2,12,1,1,1,0,0,0,1
138748,193048,234048,38,14025,3,16,0,1,0,0,0,1,0
2000,-3000,-2000,27,39600,1,18,0,0,0,0,0,0,0
600,500,35500,61,11424,1,11,0,0,0,0,0,0,1
0,0,500,28,12750,3,12,0,0,0,0,0,0,0
399,269,47775,49,10992,2,12,0,0,0,0,0,0,1
648,-112,47888,52,37830,2,12,1,1,1,0,0,0,1
20299,18299,26299,38,88200,3,14,0,1,0,0,0,1,1
149,17149,17149,54,50409,1,18,0,0,0,0,0,1,0
3000,2900,10600,35,37380,4,12,0,1,1,0,0,0,0
0,-1000,-1000,36,15600,5,5,0,1,0,0,0,0,0
50,-550,4000,30,17349,1,18,0,0,0,0,0,0,0
199,8199,8199,44,10173,1,18,0,0,0,0,0,1,0
1000,100,100,26,24309,3,12,0,1,0,0,0,0,0
28237,25437,125437,62,22974,2,12,0,1,1,0,0,0,1
349,-3651,349,31,19812,6,12,0,1,0,0,0,0,1
5000,16500,156500,59,39681,3,12,0,1,0,0,0,1,1
500,-6200,5800,38,20985,5,10,0,1,1,0,0,0,1
2930,2130,51630,42,50037,4,13,0,1,1,0,0,0,1
160,-440,7560,33,24516,5,11,0,1,1,0,0,0,0
0,-1000,-1000,44,22410,3,13,1,0,0,0,0,0,0
45211,39411,86411,44,104460,4,18,0,1,0,0,0,1,1
2535,1035,2535,46,30600,3,13,0,0,0,0,0,0,1
37749,47749,62749,36,82656,4,14,0,1,0,0,0,1,1
950,-7000,71000,45,44019,5,16,0,1,1,0,0,1,1
37400,60400,167749,64,31254,4,12,1,0,0,0,0,1,1
7499,7499,95374,54,19170,4,12,1,0,0,0,0,0,1
157000,156100,264100,38,107172,4,14,1,1,1,0,0,0,1
45,-7955,20045,34,33954,5,14,0,1,1,0,0,0,1
4000,9875,50028,47,27006,2,14,0,0,0,0,0,1,1
500,-100,1642,25,14178,2,12,0,0,0,0,0,0,0
0,-11179,-11179,46,6900,1,6,0,0,0,0,0,0,0
192,-108,16254,52,11115,1,6,0,0,0,0,0,0,0
1200,-18600,19400,39,63294,5,14,1,1,1,0,0,0,1
4077,4077,4577,30,25440,3,12,1,0,0,0,0,0,1
10000,10000,10000,35,46278,4,12,0,1,1,0,0,0,0
3800,-7800,25200,34,38520,2,14,0,1,0,0,0,0,1
