State,id,unemployment,median_income,uninsured,year,County,MedicaidStatus,AdoptedYear,SID
Arkansas,0500000US05119,5.5,44437,14.1,2012,Pulaski County,Adopted,2014,41
Arkansas,0500000US05125,3.2,58009,10.8,2012,Saline County,Adopted,2014,42
Arkansas,0500000US05131,3.2,37330,19.3,2012,Sebastian County,Adopted,2014,43
Arkansas,0500000US05143,5.1,41225,16.9,2012,Washington County,Adopted,2014,44
Arkansas,0500000US05145,3.4,38853,18.2,2012,White County,Adopted,2014,45
Arkansas,0500000US05007,4.2,56570,13.9,2013,Benton County,Adopted,2014,35
Arkansas,0500000US05031,6.4,41134,17.9,2013,Craighead County,Adopted,2014,36
Arkansas,0500000US05045,5.4,49149,12.6,2013,Faulkner County,Adopted,2014,37
Arkansas,0500000US05051,11.9,39589,18.1,2013,Garland County,Adopted,2014,38
Arkansas,0500000US05069,8.9,34689,12,2013,Jefferson County,Adopted,2014,39
Arkansas,0500000US05085,8.2,56635,12.6,2013,Lonoke County,Adopted,2014,40
Arkansas,0500000US05119,7.9,46368,15.6,2013,Pulaski County,Adopted,2014,41
Arkansas,0500000US05125,4.7,53107,13.3,2013,Saline County,Adopted,2014,42
Arkansas,0500000US05131,6.3,41056,17,2013,Sebastian County,Adopted,2014,43
Arkansas,0500000US05143,6,42073,16.4,2013,Washington County,Adopted,2014,44
Arkansas,0500000US05145,7.3,43643,15.7,2013,White County,Adopted,2014,45
Arkansas,0500000US05007,3.4,56981,11.9,2014,Benton County,Adopted,2014,35
Arkansas,0500000US05031,4.7,42691,12,2014,Craighead County,Adopted,2014,36
Arkansas,0500000US05045,6.7,51650,13.9,2014,Faulkner County,Adopted,2014,37
Arkansas,0500000US05051,9.9,41032,13,2014,Garland County,Adopted,2014,38
Arkansas,0500000US05069,10.5,32433,9.8,2014,Jefferson County,Adopted,2014,39
Arkansas,0500000US05085,4.7,54545,7.6,2014,Lonoke County,Adopted,2014,40
Arkansas,0500000US05119,6.5,44860,11.9,2014,Pulaski County,Adopted,2014,41
Arkansas,0500000US05125,5.5,53926,9,2014,Saline County,Adopted,2014,42
Arkansas,0500000US05131,5.9,38418,13.3,2014,Sebastian County,Adopted,2014,43
Arkansas,0500000US05143,5.7,45034,13.7,2014,Washington County,Adopted,2014,44
Arkansas,0500000US05145,6.5,39340,11,2014,White County,Adopted,2014,45
Arkansas,0500000US05007,2.9,58770,9.1,2015,Benton County,Adopted,2014,35
Arkansas,0500000US05031,6.3,40085,10.8,2015,Craighead County,Adopted,2014,36
Arkansas,0500000US05045,5.7,50596,8.5,2015,Faulkner County,Adopted,2014,37
Arkansas,0500000US05051,6.1,37013,12.4,2015,Garland County,Adopted,2014,38
Arkansas,0500000US05069,11.2,35381,8.9,2015,Jefferson County,Adopted,2014,39
Arkansas,0500000US05085,2.8,56893,6.4,2015,Lonoke County,Adopted,2014,40
Arkansas,0500000US05119,5.2,46070,10.1,2015,Pulaski County,Adopted,2014,41
Arkansas,0500000US05125,3.5,55051,6.2,2015,Saline County,Adopted,2014,42
Arkansas,0500000US05131,4.5,40448,9.5,2015,Sebastian County,Adopted,2014,43
Arkansas,0500000US05143,5.2,46160,10.3,2015,Washington County,Adopted,2014,44
Arkansas,0500000US05145,8.3,38986,10.5,2015,White County,Adopted,2014,45
Arkansas,0500000US05007,1.7,63631,8.1,2016,Benton County,Adopted,2014,35
Arkansas,0500000US05031,9.4,43678,9.1,2016,Craighead County,Adopted,2014,36
Arkansas,0500000US05045,3.6,48506,9.5,2016,Faulkner County,Adopted,2014,37
Arkansas,0500000US05051,7.6,42826,10.5,2016,Garland County,Adopted,2014,38
Arkansas,0500000US05069,8.1,37712,7.2,2016,Jefferson County,Adopted,2014,39
Arkansas,0500000US05085,3.2,55837,9,2016,Lonoke County,Adopted,2014,40
Arkansas,0500000US05119,4.8,47387,6.7,2016,Pulaski County,Adopted,2014,41
Arkansas,0500000US05125,3.6,64932,3.3,2016,Saline County,Adopted,2014,42
Arkansas,0500000US05131,4.7,42053,8.8,2016,Sebastian County,Adopted,2014,43
Arkansas,0500000US05143,3.1,45679,11.1,2016,Washington County,Adopted,2014,44
Arkansas,0500000US05145,5.9,42844,6.6,2016,White County,Adopted,2014,45
Arkansas,0500000US05007,2.9,63746,9.2,2017,Benton County,Adopted,2014,35
Arkansas,0500000US05031,4.6,50422,5.6,2017,Craighead County,Adopted,2014,36
Arkansas,0500000US05045,2.9,47964,9.1,2017,Faulkner County,Adopted,2014,37
Arkansas,0500000US05051,6.9,46101,10.3,2017,Garland County,Adopted,2014,38
Arkansas,0500000US05069,12.2,37678,6.1,2017,Jefferson County,Adopted,2014,39
Arkansas,0500000US05085,5.7,51835,7.5,2017,Lonoke County,Adopted,2014,40
Arkansas,0500000US05119,5.1,52450,6.4,2017,Pulaski County,Adopted,2014,41
Arkansas,0500000US05125,4.5,59633,7.2,2017,Saline County,Adopted,2014,42
Arkansas,0500000US05131,5.9,41917,10.9,2017,Sebastian County,Adopted,2014,43
Arkansas,0500000US05143,6.5,50169,11.4,2017,Washington County,Adopted,2014,44
Arkansas,0500000US05145,6.9,42443,6.3,2017,White County,Adopted,2014,45
Arkansas,0500000US05007,2.7,67164,8.1,2018,Benton County,Adopted,2014,35
Arkansas,0500000US05031,5.9,44810,8.9,2018,Craighead County,Adopted,2014,36
Arkansas,0500000US05045,3.3,51437,7.1,2018,Faulkner County,Adopted,2014,37
Arkansas,0500000US05051,3.4,42779,10.1,2018,Garland County,Adopted,2014,38
Arkansas,0500000US05069,8.7,35652,7.7,2018,Jefferson County,Adopted,2014,39
Arkansas,0500000US05085,4.3,53782,8.4,2018,Lonoke County,Adopted,2014,40
Arkansas,0500000US05119,4.3,49613,6.8,2018,Pulaski County,Adopted,2014,41
Arkansas,0500000US05125,2.4,63084,4.9,2018,Saline County,Adopted,2014,42
Arkansas,0500000US05131,3.5,46826,11.3,2018,Sebastian County,Adopted,2014,43
Arkansas,0500000US05143,3.5,50342,10.6,2018,Washington County,Adopted,2014,44
Arkansas,0500000US05145,5.4,42270,9,2018,White County,Adopted,2014,45
Arkansas,0500000US05007,2.1,69130,9.9,2019,Benton County,Adopted,2014,35
Arkansas,0500000US05031,6.1,45610,8.7,2019,Craighead County,Adopted,2014,36
Arkansas,0500000US05045,2.2,57642,9.4,2019,Faulkner County,Adopted,2014,37
Arkansas,0500000US05051,3.7,45265,11,2019,Garland County,Adopted,2014,38
Arkansas,0500000US05069,6.2,39326,6.7,2019,Jefferson County,Adopted,2014,39
Arkansas,0500000US05085,2.7,62532,8.4,2019,Lonoke County,Adopted,2014,40
Arkansas,0500000US05119,3.6,52043,8.9,2019,Pulaski County,Adopted,2014,41
Arkansas,0500000US05125,4.3,66327,8.3,2019,Saline County,Adopted,2014,42
Arkansas,0500000US05131,6.9,48839,11.4,2019,Sebastian County,Adopted,2014,43
Arkansas,0500000US05143,6.2,50798,12.8,2019,Washington County,Adopted,2014,44
Arkansas,0500000US05145,4,43399,8.4,2019,White County,Adopted,2014,45
California,0500000US06001,6.8,67558,12.9,2011,Alameda County,Adopted,2014,46
California,0500000US06007,8.8,39179,18.7,2011,Butte County,Adopted,2014,47
California,0500000US06013,7.6,74353,11.9,2011,Contra Costa County,Adopted,2014,48
California,0500000US06017,9.4,61084,11.1,2011,El Dorado County,Adopted,2014,49
California,0500000US06019,9.9,42807,20.7,2011,Fresno County,Adopted,2014,50
California,0500000US06023,7.3,41187,19.4,2011,Humboldt County,Adopted,2014,51
California,0500000US06025,8.8,37843,21.1,2011,Imperial County,Adopted,2014,52
California,0500000US06029,9,45224,20.5,2011,Kern County,Adopted,2014,53
California,0500000US06031,8.5,50345,19.3,2011,Kings County,Adopted,2014,54
California,0500000US06033,9.8,35991,18.8,2011,Lake County,Adopted,2014,55
California,0500000US06037,7.8,52280,22.4,2011,Los Angeles County,Adopted,2014,56
California,0500000US06039,3.4,46570,21.6,2011,Madera County,Adopted,2014,57
California,0500000US06041,5.4,77168,9.3,2011,Marin County,Adopted,2014,58
California,0500000US06045,10.3,42431,19.4,2011,Mendocino County,Adopted,2014,59
California,0500000US06047,10.6,40055,20.7,2011,Merced County,Adopted,2014,60
California,0500000US06053,7.6,53179,22.2,2011,Monterey County,Adopted,2014,61
California,0500000US06055,6.2,61460,15.8,2011,Napa County,Adopted,2014,62
California,0500000US06057,6.9,54080,16.5,2011,Nevada County,Adopted,2014,63
California,0500000US06059,6.4,72293,17.3,2011,Orange County,Adopted,2014,64
California,0500000US06061,6.7,68959,10,2011,Placer County,Adopted,2014,65
California,0500000US06065,9.5,52883,20.1,2011,Riverside County,Adopted,2014,66
California,0500000US06067,9.6,52314,14.1,2011,Sacramento County,Adopted,2014,67
California,0500000US06071,9.9,51247,20.8,2011,San Bernardino County,Adopted,2014,68
California,0500000US06073,6.8,59477,17.4,2011,San Diego County,Adopted,2014,69
California,0500000US06075,5.1,69894,11.2,2011,San Francisco County,Adopted,2014,70
California,0500000US06077,11.2,50853,17,2011,San Joaquin County,Adopted,2014,71
California,0500000US06079,5.5,54195,16.4,2011,San Luis Obispo County,Adopted,2014,72
California,0500000US06081,6.1,81657,11.5,2011,San Mateo County,Adopted,2014,73
California,0500000US06083,6.5,60505,19.2,2011,Santa Barbara County,Adopted,2014,74
California,0500000US06085,6.7,84895,11.6,2011,Santa Clara County,Adopted,2014,75
California,0500000US06087,5.4,62513,14.1,2011,Santa Cruz County,Adopted,2014,76
California,0500000US06089,7.6,42062,16,2011,Shasta County,Adopted,2014,77
California,0500000US06095,8.3,63795,12.2,2011,Solano County,Adopted,2014,78
California,0500000US06097,6.7,61020,14.3,2011,Sonoma County,Adopted,2014,79
California,0500000US06099,11.3,44076,18.6,2011,Stanislaus County,Adopted,2014,80
California,0500000US06101,10.5,49533,19.4,2011,Sutter County,Adopted,2014,81
California,0500000US06107,10.2,41167,23,2011,Tulare County,Adopted,2014,82
California,0500000US06111,7.3,74623,16.8,2011,Ventura County,Adopted,2014,83
California,0500000US06113,7.5,49594,13,2011,Yolo County,Adopted,2014,84
California,0500000US06115,11.8,43961,16,2011,Yuba County,Adopted,2014,85
California,0500000US06001,6.7,70500,12.6,2012,Alameda County,Adopted,2014,46
California,0500000US06007,8.4,40960,16.8,2012,Butte County,Adopted,2014,47
California,0500000US06013,5.8,74177,12,2012,Contra Costa County,Adopted,2014,48
California,0500000US06017,7.4,69973,10.5,2012,El Dorado County,Adopted,2014,49
California,0500000US06019,9.6,41627,20.7,2012,Fresno County,Adopted,2014,50
California,0500000US06023,5.8,40682,20.6,2012,Humboldt County,Adopted,2014,51
California,0500000US06025,10.3,40200,21.4,2012,Imperial County,Adopted,2014,52
California,0500000US06029,8.3,45910,19.3,2012,Kern County,Adopted,2014,53
California,0500000US06031,8.8,45935,18.6,2012,Kings County,Adopted,2014,54
California,0500000US06033,10.4,33219,21.4,2012,Lake County,Adopted,2014,55
California,0500000US06037,7.5,53001,22,2012,Los Angeles County,Adopted,2014,56
California,0500000US06039,5.1,42039,23,2012,Madera County,Adopted,2014,57
California,0500000US06041,4.6,90535,8.9,2012,Marin County,Adopted,2014,58
California,0500000US06045,6.8,41369,17.1,2012,Mendocino County,Adopted,2014,59
California,0500000US06047,10.5,43597,17.9,2012,Merced County,Adopted,2014,60
California,0500000US06053,5.7,58109,21,2012,Monterey County,Adopted,2014,61
California,0500000US06055,6.4,68553,14.8,2012,Napa County,Adopted,2014,62
California,0500000US06057,5.7,53768,13.7,2012,Nevada County,Adopted,2014,63
California,0500000US06059,6,71983,17.2,2012,Orange County,Adopted,2014,64
California,0500000US06061,6.7,69086,11.6,2012,Placer County,Adopted,2014,65
California,0500000US06065,8.9,52621,20.4,2012,Riverside County,Adopted,2014,66
California,0500000US06067,9,52667,15.9,2012,Sacramento County,Adopted,2014,67
California,0500000US06071,8.1,50770,20.6,2012,San Bernardino County,Adopted,2014,68
California,0500000US06073,5.9,60330,17,2012,San Diego County,Adopted,2014,69
California,0500000US06075,5.3,73012,10.5,2012,San Francisco County,Adopted,2014,70
California,0500000US06077,9.8,50722,17.6,2012,San Joaquin County,Adopted,2014,71
California,0500000US06079,4.1,60264,13.1,2012,San Luis Obispo County,Adopted,2014,72
California,0500000US06081,5.4,81609,11.1,2012,San Mateo County,Adopted,2014,73
California,0500000US06083,5.7,61890,18.6,2012,Santa Barbara County,Adopted,2014,74
California,0500000US06085,5.8,91425,11.9,2012,Santa Clara County,Adopted,2014,75
California,0500000US06087,5.4,67769,14.4,2012,Santa Cruz County,Adopted,2014,76
California,0500000US06089,6.5,45442,16.6,2012,Shasta County,Adopted,2014,77
California,0500000US06095,8.5,62066,13.8,2012,Solano County,Adopted,2014,78
California,0500000US06097,6.1,59941,15,2012,Sonoma County,Adopted,2014,79
California,0500000US06099,10.7,46405,17.2,2012,Stanislaus County,Adopted,2014,80
California,0500000US06101,7.6,47081,15.8,2012,Sutter County,Adopted,2014,81
California,0500000US06107,8.3,40302,21.5,2012,Tulare County,Adopted,2014,82
California,0500000US06111,6.8,71517,16,2012,Ventura County,Adopted,2014,83
California,0500000US06113,6.7,50594,12.6,2012,Yolo County,Adopted,2014,84
California,0500000US06115,9.7,43545,15.9,2012,Yuba County,Adopted,2014,85
California,0500000US06001,8.9,72399,12.6,2013,Alameda County,Adopted,2014,46
California,0500000US06007,9.3,42752,12.7,2013,Butte County,Adopted,2014,47
California,0500000US06013,8.7,79100,11.9,2013,Contra Costa County,Adopted,2014,48
California,0500000US06017,13.9,61365,10,2013,El Dorado County,Adopted,2014,49
California,0500000US06019,12.8,43925,18.3,2013,Fresno County,Adopted,2014,50
California,0500000US06023,13.1,42092,20.9,2013,Humboldt County,Adopted,2014,51
California,0500000US06025,15.5,43310,20.3,2013,Imperial County,Adopted,2014,52
California,0500000US06029,12.3,46879,18.7,2013,Kern County,Adopted,2014,53
California,0500000US06031,13.1,45774,16.5,2013,Kings County,Adopted,2014,54
California,0500000US06033,14.1,37079,17.3,2013,Lake County,Adopted,2014,55
California,0500000US06037,10.2,54529,21.3,2013,Los Angeles County,Adopted,2014,56
California,0500000US06039,8.6,39758,18.6,2013,Madera County,Adopted,2014,57
California,0500000US06041,6.5,96580,7.8,2013,Marin County,Adopted,2014,58
California,0500000US06045,11.3,42042,17.6,2013,Mendocino County,Adopted,2014,59
California,0500000US06047,19.9,40687,19.2,2013,Merced County,Adopted,2014,60
California,0500000US06053,8.3,57052,23.1,2013,Monterey County,Adopted,2014,61
California,0500000US06055,8.1,70914,12.8,2013,Napa County,Adopted,2014,62
California,0500000US06057,8.5,54851,16.2,2013,Nevada County,Adopted,2014,63
California,0500000US06059,7.8,74163,16.9,2013,Orange County,Adopted,2014,64
California,0500000US06061,7.9,73328,10.8,2013,Placer County,Adopted,2014,65
California,0500000US06065,12.9,54095,19.7,2013,Riverside County,Adopted,2014,66
California,0500000US06067,12.3,52936,15.2,2013,Sacramento County,Adopted,2014,67
California,0500000US06071,12.1,52323,19,2013,San Bernardino County,Adopted,2014,68
California,0500000US06073,9,61426,16.3,2013,San Diego County,Adopted,2014,69
California,0500000US06075,7.3,77485,9.2,2013,San Francisco County,Adopted,2014,70
California,0500000US06077,13.4,51432,17.7,2013,San Joaquin County,Adopted,2014,71
California,0500000US06079,5.8,58158,11.2,2013,San Luis Obispo County,Adopted,2014,72
California,0500000US06081,6.8,91322,9.4,2013,San Mateo County,Adopted,2014,73
California,0500000US06083,7.9,62421,18,2013,Santa Barbara County,Adopted,2014,74
California,0500000US06085,8.2,92014,10.9,2013,Santa Clara County,Adopted,2014,75
California,0500000US06087,8.6,68438,15.1,2013,Santa Cruz County,Adopted,2014,76
California,0500000US06089,10.4,40332,16.5,2013,Shasta County,Adopted,2014,77
California,0500000US06095,11.5,63520,13.2,2013,Solano County,Adopted,2014,78
California,0500000US06097,8.4,61029,13.7,2013,Sonoma County,Adopted,2014,79
California,0500000US06099,15.9,47962,19.2,2013,Stanislaus County,Adopted,2014,80
California,0500000US06101,12.5,49139,19,2013,Sutter County,Adopted,2014,81
California,0500000US06107,13,39422,19.4,2013,Tulare County,Adopted,2014,82
California,0500000US06111,7.7,77363,15.9,2013,Ventura County,Adopted,2014,83
California,0500000US06113,9.1,54898,15,2013,Yolo County,Adopted,2014,84
California,0500000US06115,18.5,43801,17.2,2013,Yuba County,Adopted,2014,85
California,0500000US06001,6.7,77214,8.2,2014,Alameda County,Adopted,2014,46
California,0500000US06007,9.6,42365,11.7,2014,Butte County,Adopted,2014,47
California,0500000US06013,7.9,80361,8.3,2014,Contra Costa County,Adopted,2014,48
California,0500000US06017,8.1,71113,7.9,2014,El Dorado County,Adopted,2014,49
California,0500000US06019,11.6,43423,14.1,2014,Fresno County,Adopted,2014,50
California,0500000US06023,10,40598,15.8,2014,Humboldt County,Adopted,2014,51
California,0500000US06025,18.4,39290,15.3,2014,Imperial County,Adopted,2014,52
California,0500000US06029,11,47644,13,2014,Kern County,Adopted,2014,53
California,0500000US06031,9.9,42784,12.5,2014,Kings County,Adopted,2014,54
California,0500000US06033,14,34529,16.7,2014,Lake County,Adopted,2014,55
California,0500000US06037,8.8,55746,15.6,2014,Los Angeles County,Adopted,2014,56
California,0500000US06039,7.3,42433,13.9,2014,Madera County,Adopted,2014,57
California,0500000US06041,3.9,95749,6.4,2014,Marin County,Adopted,2014,58
California,0500000US06045,10.6,42660,11.9,2014,Mendocino County,Adopted,2014,59
California,0500000US06047,14.3,44084,12.8,2014,Merced County,Adopted,2014,60
California,0500000US06053,6.4,57864,16.4,2014,Monterey County,Adopted,2014,61
California,0500000US06055,5,74123,9.2,2014,Napa County,Adopted,2014,62
California,0500000US06057,8.5,56917,10.4,2014,Nevada County,Adopted,2014,63
California,0500000US06059,6.4,76306,11.9,2014,Orange County,Adopted,2014,64
California,0500000US06061,6.3,75390,7.7,2014,Placer County,Adopted,2014,65
California,0500000US06065,11.8,57006,15.4,2014,Riverside County,Adopted,2014,66
California,0500000US06067,10,55842,10.1,2014,Sacramento County,Adopted,2014,67
California,0500000US06071,11.2,52041,13.8,2014,San Bernardino County,Adopted,2014,68
California,0500000US06073,7.5,66192,12.3,2014,San Diego County,Adopted,2014,69
California,0500000US06075,6.2,85070,7.2,2014,San Francisco County,Adopted,2014,70
California,0500000US06077,11.1,51659,11.5,2014,San Joaquin County,Adopted,2014,71
California,0500000US06079,5.7,63474,13.4,2014,San Luis Obispo County,Adopted,2014,72
California,0500000US06081,4.8,101051,7.6,2014,San Mateo County,Adopted,2014,73
California,0500000US06083,6.8,63833,13.6,2014,Santa Barbara County,Adopted,2014,74
California,0500000US06085,6.2,97532,7,2014,Santa Clara County,Adopted,2014,75
California,0500000US06087,6.4,65368,10,2014,Santa Cruz County,Adopted,2014,76
California,0500000US06089,8.1,43706,12.2,2014,Shasta County,Adopted,2014,77
California,0500000US06095,10,67999,9,2014,Solano County,Adopted,2014,78
California,0500000US06097,7,67771,10,2014,Sonoma County,Adopted,2014,79
California,0500000US06099,13.9,51084,10.7,2014,Stanislaus County,Adopted,2014,80
California,0500000US06101,12.2,54433,11.4,2014,Sutter County,Adopted,2014,81
California,0500000US06107,8.1,42611,15.3,2014,Tulare County,Adopted,2014,82
California,0500000US06111,8,75449,11.8,2014,Ventura County,Adopted,2014,83
California,0500000US06113,6.4,53765,8.9,2014,Yolo County,Adopted,2014,84
California,0500000US06115,13.4,42143,13.6,2014,Yuba County,Adopted,2014,85
California,0500000US06001,5.3,81717,4.8,2015,Alameda County,Adopted,2014,46
California,0500000US06007,10.5,45644,6.8,2015,Butte County,Adopted,2014,47
California,0500000US06013,6.4,83104,5.5,2015,Contra Costa County,Adopted,2014,48
California,0500000US06017,8.7,79019,4.4,2015,El Dorado County,Adopted,2014,49
California,0500000US06019,9.9,46949,9.7,2015,Fresno County,Adopted,2014,50
California,0500000US06023,7.2,40484,7.7,2015,Humboldt County,Adopted,2014,51
California,0500000US06025,16.5,40852,9.9,2015,Imperial County,Adopted,2014,52
California,0500000US06029,11,51342,8.5,2015,Kern County,Adopted,2014,53
California,0500000US06031,8.8,45746,7,2015,Kings County,Adopted,2014,54
California,0500000US06033,9.4,37294,9.1,2015,Lake County,Adopted,2014,55
California,0500000US06037,7.2,59134,11.3,2015,Los Angeles County,Adopted,2014,56
California,0500000US06039,6.3,47150,11.5,2015,Madera County,Adopted,2014,57
California,0500000US06041,3.5,100662,4.3,2015,Marin County,Adopted,2014,58
California,0500000US06045,12.1,41896,10,2015,Mendocino County,Adopted,2014,59
California,0500000US06047,12,41997,8.9,2015,Merced County,Adopted,2014,60
California,0500000US06053,5.7,60494,10.7,2015,Monterey County,Adopted,2014,61
California,0500000US06055,4.4,75513,5.7,2015,Napa County,Adopted,2014,62
California,0500000US06057,8.2,54177,8.4,2015,Nevada County,Adopted,2014,63
California,0500000US06059,5.5,78428,9.1,2015,Orange County,Adopted,2014,64
California,0500000US06061,6,75708,5.2,2015,Placer County,Adopted,2014,65
California,0500000US06065,9.6,58292,9.8,2015,Riverside County,Adopted,2014,66
California,0500000US06067,8.3,58942,6.2,2015,Sacramento County,Adopted,2014,67
California,0500000US06071,9.5,53803,9,2015,San Bernardino County,Adopted,2014,68
California,0500000US06073,6.9,67320,8.8,2015,San Diego County,Adopted,2014,69
California,0500000US06075,5.1,92094,4.8,2015,San Francisco County,Adopted,2014,70
California,0500000US06077,11.1,53705,7.3,2015,San Joaquin County,Adopted,2014,71
California,0500000US06079,4.9,62648,6.4,2015,San Luis Obispo County,Adopted,2014,72
California,0500000US06081,5,101272,4.3,2015,San Mateo County,Adopted,2014,73
California,0500000US06083,6.2,63625,11.1,2015,Santa Barbara County,Adopted,2014,74
California,0500000US06085,5.3,102340,4.9,2015,Santa Clara County,Adopted,2014,75
